01-01 00:40:45.918  2955  2955 I kernel  : Start to log kernel message
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.410718] mlb150: MLB_SET_FPS async: fs 2048, MLBC0: 0x000280ad ( lock)
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.416187] ControlBoxStateMachineDaemon : ControlBox::enterLowPowerMode()
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.416804] bio: create slab <bio-1> at 1
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.420272] ControlBoxStateMachineDaemon : MOST_ALL_ID
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.420291] ControlBoxStateMachineDaemon : mnsAvailable: false
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.420305] ControlBoxStateMachineDaemon : netOn: false
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.420317] ControlBoxStateMachineDaemon : stableLock: false
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.420332] ControlBoxStateMachineDaemon : mpr: 238
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.423418] mlbmep: mep0: ether addr set to INIC MAC 4a:6f:65:00:02:02
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.427987]  remoteproc0: powering up 58820000.ipu
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.428001]  remoteproc0: Booting fw image dra7-ipu1-fw.xem4, size 1435284
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.429042]  remoteproc0: remote processor 58820000.ipu is now up
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.429324] virtio_rpmsg_bus virtio0: rpmsg host is online
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.429346]  remoteproc0: registered virtio0 (type 7)
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.429720] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.429779] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.429833] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.429875] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.431988] virtio_rpmsg_bus virtio0: creating channel rpmsg-proto addr 0x3d
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.433229] EXT4-fs (dm-0): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.433251] SELinux: initialized (dev dm-0, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.433355] fs_mgr: __mount(source=/dev/block/dm-0,target=/system,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.433422] fs_mgr: mount_with_alternatives(): skipping fstab dup mountpoint=/system rec[1].fs_type=ext4 already mounted as ext4.
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.433974] virtio_rpmsg_bus virtio0: msg received with no recipient
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.434389] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.434450] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.434523] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.434568] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.439297] EXT4-fs (mmcblk0p6): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.439312] SELinux: initialized (dev mmcblk0p6, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.439342] fs_mgr: __mount(source=/dev/block/platform/44000000.ocp/by-name/efs,target=/factory,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.440022] EXT4-fs (mmcblk0p13): Ignoring removed nomblk_io_submit option
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.443646] ControlBoxStateMachineDaemon : MOST_NETON_EVENT_ID: NetOn
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.443733] ControlBoxStateMachineDaemon : startMPMResetRegisterReadThread
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.443816] ControlBoxStateMachineDaemon : sendMPMResetRegisterReadThread
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.443832] ControlBoxStateMachineDaemon : sendMPMResetRegisterRead
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.445886] EXT4-fs (mmcblk0p13): mounted filesystem with ordered data mode. Opts: nomblk_io_submit,errors=remount-ro
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.445903] SELinux: initialized (dev mmcblk0p13, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.445950] fs_mgr: check_fs(): mount(/dev/block/platform/44000000.ocp/by-name/cache,/cache,ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.462820] ControlBoxStateMachineDaemon : void CEntryStateApplication::handleEntryStateChange(acs::generated::shadow::SystemSynchronization::CEntryState::TEntryState) EntryState:4
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.498034] fs_mgr: Running /system/bin/e2fsck on /dev/block/platform/44000000.ocp/by-name/cache
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.542419] hralvds 0-0055: hralvds_power_state_worker sets power_state: POWER_STATE_POWERING_ON_1 -> POWER_STATE_POWERING_ON_1A
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.542435] hralvds 0-0055: Send RESET0 to deserializer.
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.543289] hralvds 0-0055: set HDCP EN, rc = 1
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.543300] hralvds 0-0055: HDCP ISR INT DETECT
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.543703] hralvds 0-0055: HDCP ISR IS AUTH FAIL
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.544096] hralvds 0-0055: HDCP ISR IS KSV RDY
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.544657] hralvds 0-0055: HDCP ISR IS AUTH PASS
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.545057] hralvds 0-0055: Bad IRQ detected (#5), STS = 69, ISR = 00
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.587609]  remoteproc1: powering up 55020000.ipu
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.587625]  remoteproc1: Booting fw image dra7-ipu2-fw.xem4, size 3472676
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.587694] omap-iommu 55082000.mmu: 55082000.mmu: version 2.1
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.591086] hralvds 0-0055: Fast initialization. Sending only video and touch sensitivity commands.
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.592162] hralvds 0-0055: hralvds_power_state_worker sets power_state: POWER_STATE_POWERING_ON_1A -> POWER_STATE_ON
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.652596]  remoteproc1: remote processor 55020000.ipu is now up
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.655221] virtio_rpmsg_bus virtio1: rpmsg host is online
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.655252]  remoteproc1: registered virtio1 (type 7)
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.656051] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.656111] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.656299] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.656345] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.661100] virtio_rpmsg_bus virtio1: creating channel rpmsg-rpc addr 0x3b
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.661574] rpmsg_rpc rpmsg1: probing service rpmsg-dce with src 1024 dst 59
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.666965] rpmsg_rpc rpmsg1: published functions = 8
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.667206] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.667263] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.667315] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.667394] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.695809] ControlBoxStateMachineDaemon : checkLogdStarted()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.700907] ControlBoxStateMachineDaemon : listenVanillaState()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.700927] ControlBoxStateMachineDaemon : listenVanillaState(): vanilla state is false, will not listen
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.702280] e2fsck: e2fsck 1.42.9 (28-Dec-2013)
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.702341] e2fsck: /dev/block/platform/44000000.ocp/by-name/cache: clean, 11/16384 files, 2090/65536 blocks
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.702774] ControlBoxStateMachineDaemon : listenSkipFactoryFlashing()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.702791] ControlBoxStateMachineDaemon : listenSkipFactoryFlashing(): skip FF is false, will not listen
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.716620] EXT4-fs (mmcblk0p13): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.716645] SELinux: initialized (dev mmcblk0p13, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.716707] fs_mgr: __mount(source=/dev/block/platform/44000000.ocp/by-name/cache,target=/cache,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.718556] EXT4-fs (mmcblk0p20): Ignoring removed nomblk_io_submit option
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.729612] EXT4-fs (mmcblk0p20): mounted filesystem with ordered data mode. Opts: nomblk_io_submit,errors=remount-ro
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.729633] SELinux: initialized (dev mmcblk0p20, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.729689] fs_mgr: check_fs(): mount(/dev/block/platform/44000000.ocp/by-name/userdata,/data,ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.756161]  remoteproc2: powering up 40800000.dsp
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.756175]  remoteproc2: Booting fw image dra7-dsp1-fw.xe66, size 8721924
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.762701] omap_hwmod: mmu0_dsp1: _wait_target_disable failed
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.762733] omap-iommu 40d01000.mmu: 40d01000.mmu: version 3.0
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.762805] omap-iommu 40d02000.mmu: 40d02000.mmu: version 3.0
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.772683] fs_mgr: Running /system/bin/e2fsck on /dev/block/platform/44000000.ocp/by-name/userdata
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.800307]  remoteproc2: remote processor 40800000.dsp is now up
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.800686] virtio_rpmsg_bus virtio2: rpmsg host is online
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.800714]  remoteproc2: registered virtio2 (type 7)
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.801070] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.801130] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.801200] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.801243] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.802515] e2fsck: e2fsck 1.42.9 (28-Dec-2013)
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.802560] e2fsck: /dev/block/platform/44000000.ocp/by-name/userdata: clean, 2779/470496 files, 131656/1880476 blocks
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.805095] virtio_rpmsg_bus virtio2: creating channel rpmsg-proto addr 0x3d
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.805894] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.805949] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    5.806001] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.806039] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.807535] EXT4-fs (mmcblk0p20): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.807555] SELinux: initialized (dev mmcblk0p20, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.807599] fs_mgr: __mount(source=/dev/block/platform/44000000.ocp/by-name/userdata,target=/data,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.807674] fs_mgr: check_fs(): mount(/dev/block/platform/44000000.ocp/by-name/persistdata,/persistdata,ext4)=-1
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.807697] fs_mgr: Running /system/bin/e2fsck on /dev/block/platform/44000000.ocp/by-name/persistdata
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.877514] e2fsck: e2fsck 1.42.9 (28-Dec-2013)
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.877556] e2fsck: /dev/block/platform/44000000.ocp/by-name/persistdata: clean, 35/3145728 files, 243565/12582912 blocks
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.883499] EXT4-fs (mmcblk0p2): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.883518] SELinux: initialized (dev mmcblk0p2, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.883572] fs_mgr: __mount(source=/dev/block/platform/44000000.ocp/by-name/persistdata,target=/persistdata,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.883645] fs_mgr: check_fs(): mount(/dev/block/platform/44000000.ocp/by-name/logging,/logging,ext4)=-1
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.883666] fs_mgr: Running /system/bin/e2fsck on /dev/block/platform/44000000.ocp/by-name/logging
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.891572] hralvds 0-0055: hralvds_do_supervisor supervisor OK
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.897565] e2fsck: e2fsck 1.42.9 (28-Dec-2013)
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.897602] e2fsck: /dev/block/platform/44000000.ocp/by-name/logging: clean, 49/19200 files, 18954/76800 blocks
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.902635] EXT4-fs (mmcblk0p17): mounted filesystem with ordered data mode. Opts: (null)
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    5.902653] SELinux: initialized (dev mmcblk0p17, type ext4), uses xattr
01-01 00:40:45.978  2955  2955 I kernel  : <14>[    5.902704] fs_mgr: __mount(source=/dev/block/platform/44000000.ocp/by-name/logging,target=/logging,type=ext4)=0
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.905903] ControlBoxStateMachineDaemon : State changing to: OpeningAnimation
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.905993] ControlBoxStateMachineDaemon : ControlBox::enterOpeningAnimation()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.906661] ControlBoxStateMachineDaemon : getAnimExit()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.906688] ControlBoxStateMachineDaemon : getAnimExit : wait for core services to be ready
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.906726] ControlBoxStateMachineDaemon : waitLumRestoreConditions()
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    5.908476] ControlBoxStateMachineDaemon : startAnim()
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.931212] CMEMK module: built on Jul 21 2017 at 09:25:38
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.931223]   Reference Linux version 3.14.51
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    5.931539] cmem_init: allowOverlap parameter has been deprecated, ignoring...
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.933380] allocated heap buffer 0x95400000 of size 0x298000
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.933418] cmemk initialized
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.960120] hralvds 0-0055: set_hralvds_power 14 20 00 08 a2 07 b3 00 00 68 
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.979627] usbcore: registered new interface driver usbfs
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.980058] usbcore: registered new interface driver hub
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.980826] usbcore: registered new device driver usb
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    5.995540] usbcore: registered new interface driver usbserial
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.029990] UtilityDaemon : Utility Daemon is initializing
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.030374] binder: 1814:1814 transaction failed 29189, size 0-0
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.032350] UtilityDaemon : getBootCompleted
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.037482] usbcore: registered new interface driver usbhid
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.037491] usbhid: USB HID core driver
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.066977] init: Warning!  Service touchbridge needs a SELinux domain defined; please fix!
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.080418] binder: 1833:1833 transaction failed 29189, size 0-0
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.093176] usbcore: registered new interface driver cdc_wdm
01-01 00:40:45.978  2955  2955 I kernel  : <5>[    6.105183] random: nonblocking pool is initialized
01-01 00:40:45.978  2955  2955 I kernel  : <7>[    6.119050] SELinux: initialized (dev fuse, type fuse), uses genfs_contexts
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.131138] ehci_hcd: USB 2.0 'Enhanced' Host Controller (EHCI) Driver
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.164934] ehci-pci: EHCI PCI platform driver
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.174827] ehci-omap: OMAP-EHCI Host Controller driver
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.196837] SMC: SecureCRC=0x35E96B05
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.197548] SMC: Error while loading the PA [0x44]
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.231774] init: untracked pid 1863 exited with status 0
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.235773] init: untracked pid 1872 exited with status 2
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.236950] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.237013] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.237071] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.237116] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.293415] PVR_K: UM DDK-(2917986) and KM DDK-(2917986) match. [ OK ]
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.294779] input: WindRiver_TouchBridge as /devices/virtual/input/input2
01-01 00:40:45.978  2955  2955 I kernel  : <38>[    6.306199] logd.auditd: start
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.377820] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.377885] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.377946] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.377990] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.378713] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.378768] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.378815] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.378853] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.379341] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.379391] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.379440] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.379478] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.380225] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.380278] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.380321] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.380358] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <11>[    6.444035] ControlBoxStateMachineDaemon : sendMPMResetRegisterRead
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.498865] usbcore: registered new interface driver uvcvideo
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.498876] USB Video Class driver (1.1.1)
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.601546] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.601616] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.601667] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.601713] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.603109]  regm =  777, regn = 13
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.603109] 
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.616951] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.617013] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.617087] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.617143] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.748737] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.978  2955  2955 I kernel  : <4>[    6.748799] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.748857] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.748905] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.978  2955  2955 I kernel  : <6>[    6.751078] hralvds 0-0055: Gradual change finished.
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.844551] USB2PHY_TERMINATION_CONTROL 0 : 07000024.
01-01 00:40:45.978  2955  2955 I kernel  : <3>[    6.844569] USB2PHY_TERMINATION_CONTROL 1 : 0000001D.
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    6.844578] USB2PHY_TERMINATION_CONTROL 2 : 0032001D.
01-01 00:40:45.979  2955  2955 I kernel  : <11>[    7.031604] UtilityDaemon : Utility Daemon is now ready
01-01 00:40:45.979  2955  2955 I kernel  : <11>[    7.081312] healthd: No charger supplies found
01-01 00:40:45.979  2955  2955 I kernel  : <12>[    7.081327] healthd: No battery devices found
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    7.424126] dwc3 48890000.usb: otg: primary host xhci-hcd.0.auto registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    7.424140] dwc3 48890000.usb: otg: shared host xhci-hcd.0.auto registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    7.424148] dwc3 48890000.usb: otg: can't start till gadget registered
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    7.424625] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    7.424687] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    7.425720] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    7.425776] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    7.432158] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
